site,plot_id,plot,split_plot,sub_plot,sample_year,treatments,n_factor_level,n_rate,p_factor_level,p_rate,k_factor_level,k_rate,mg_factor_level,mg_rate,na_factor_level,na_rate,si_factor_level,si_rate,liming_factor_level,liming_rate,fym_factor_level,fym_rate,fm_factor_level,fm_n_rate,pm_factor_level,pm_n_rate,Achillea millefolium,Agrimonia eupatoria,Agrostis capillaris,Ajuga reptans,Alopecurus pratensis,Anthoxanthum odoratum,Anthriscus sylvestris,Arrhenatherum elatius,Bellis perennis,Briza media,Bromus hordeaceus,Cardamine pratensis,Carex caryophyllea,Carex flacca,Centaurea nigra,Cerastium fontanum,Conopodium majus,Crepis capillaris,Cynosurus cristatus,Dactylis glomerata,Deschampsia cespitosa,Elytrigia repens,Festuca pratensis,Festuca rubra,Filipendula ulmaria,Fritillaria meleagris,Galium verum,Helictotrichon pubescens,Heracleum sphondylium,Holcus lanatus,Hypochoeris radicata,Knautia arvensis,Lathyrus pratensis,Leontodon autumnalis,Leontodon hispidus,Linum catharticum,Lolium perenne,Lotus corniculatus,Luzula campestris,Ononis repens,Ophioglossum vulgatum,Pilosella officinarum,Pimpinella saxifraga,Plantago lanceolata,Poa pratensis,Poa trivialis,Potentilla reptans,Potentilla sterilis,Primula veris,Prunella vulgaris,Ranunculus acris,Ranunculus auricomus,Ranunculus bulbosus,Ranunculus ficaria,Rumex acetosa,Sanguisorba minor,Senecio jacobaea,Stachys officinalis,Stellaria graminea,Stellaria media,Taraxacum officinale,Tragopogon pratensis,Trifolium pratense,Trifolium repens,Trisetum flavescens,Veronica chamaedrys,Vicia cracca,Vicia sativa,note_id
Rothamsted,9-2d,9,2.000,d,1998,N2+(N2)PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,22.520,0.000,0.000,51.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3
Rothamsted,10a,10,*,a,1998,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.040,0.000,6.860,0.000,17.970,2.120,0.000,6.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.900,0.000,0.000,0.000,33.590,0.000,0.000,0.000,0.150,0.000,3.450,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,8.490,11.210,0.000,0.000,0.000,0.000,0.000,2.370,0.000,0.000,0.000,2.370,0.000,0.000,0.000,0.000,0.000,0.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,10b,10,*,b,1998,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.930,0.000,24.440,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.330,0.000,0.000,0.000,62.900,0.000,0.000,0.000,0.000,0.000,1.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,10c,10,*,c,1998,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,22.370,0.000,4.590,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.140,0.000,0.000,0.000,65.360,0.000,0.000,0.000,0.000,0.000,2.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,10d,10,*,d,1998,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,11.760,0.000,0.000,67.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1a,11,1.000,a,1998,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,36.100,0.000,1.090,32.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.210,4.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.120,6.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.070,0.030,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1b,11,1.000,b,1998,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,53.770,0.000,5.560,3.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.580,2.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1c,11,1.000,c,1998,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,2.120,0.000,81.150,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-1d,11,1.000,d,1998,N3+PKNaMg,N3,144,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2a,11,2.000,a,1998,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,a,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,64.810,0.000,4.680,7.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.240,3.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,7.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2b,11,2.000,b,1998,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,b,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,96.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2c,11,2.000,c,1998,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,c,0.000,0,0,0,0,0,0,0.000,0.000,9.200,0.000,77.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.620,6.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,11-2d,11,2.000,d,1998,N3+PKNaMgSi,N3,144,P,35,K,225,Mg,10,Na,15,Si,135,d,0.000,0,0,0,0,0,0,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,12a,12,*,a,1998,Nil,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.270,0.000,24.210,0.000,2.400,0.000,0.000,0.000,0.000,8.170,0.000,0.000,0.060,1.330,2.320,0.380,0.850,0.000,0.000,2.930,0.000,0.000,0.000,12.320,0.000,0.000,0.000,1.410,1.360,0.340,0.000,0.000,0.210,0.000,15.890,0.000,0.000,4.020,1.440,0.000,0.000,0.020,0.410,4.780,2.030,0.000,0.000,0.000,0.000,0.000,2.310,0.000,1.190,0.000,0.030,0.000,0.000,0.550,0.000,0.000,0.390,0.000,8.390,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,12b,12,*,b,1998,Nil,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,1.280,0.000,40.880,0.000,0.440,0.270,0.000,0.000,0.000,5.170,0.000,0.000,0.040,0.000,1.490,1.270,0.420,0.000,0.000,2.840,0.000,0.000,0.760,17.760,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.090,0.840,0.000,16.050,0.000,0.000,2.300,0.580,0.000,0.000,0.020,1.360,1.960,0.030,0.000,0.000,0.000,0.040,0.000,0.000,0.000,1.210,0.000,0.020,0.000,0.000,1.580,0.000,0.000,0.300,0.000,0.600,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,12c,12,*,c,1998,Nil,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,2.700,0.000,41.690,0.000,0.020,0.890,0.000,0.000,0.000,0.130,0.000,0.000,0.520,0.000,1.820,0.000,0.270,0.000,0.000,1.200,0.000,0.000,0.000,36.080,0.000,0.000,0.000,0.000,0.000,0.760,0.000,1.350,0.000,0.000,7.650,0.000,0.000,0.520,1.010,0.000,0.000,1.040,0.750,1.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,12d,12,*,d,1998,Nil,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,1.920,0.000,27.460,0.000,0.000,0.300,0.000,0.000,0.000,1.010,0.000,0.000,0.140,0.000,14.730,0.000,0.650,0.000,0.000,0.910,0.000,0.000,0.000,34.760,0.000,0.000,0.000,0.910,0.000,0.040,0.000,0.630,0.000,0.030,13.620,0.000,0.000,0.440,0.380,0.000,0.000,0.020,0.640,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.240,0.000,0.000,0.000,0.000,0.090,0.000,0.000,0.330,0.000,0.060,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,13-1a,13,1.000,a,1998,(FYM/FM),0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,(FYM),0,(FM),0,0,0,0.000,0.000,0.000,5.650,35.060,0.000,2.680,10.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.240,0.000,0.000,0.000,5.160,0.000,0.000,0.000,7.680,0.000,0.000,0.000,0.000,0.730,6.080,0.000,0.000,0.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.320,8.320,0.510,0.000,0.000,0.000,0.000,4.560,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,2.160,0.160,0.000,0.000,0.000,0.000,0.000,0.000,5
Rothamsted,13-1b,13,1.000,b,1998,(FYM/FM),0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,(FYM),0,(FM),0,0,0,0.000,0.000,2.690,0.610,10.140,2.280,2.460,3.470,0.000,0.000,0.080,0.000,0.000,0.000,1.890,11.900,0.380,0.000,0.000,3.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950,8.390,0.000,0.000,6.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.880,1.900,0.000,0.000,0.000,0.000,0.000,14.290,0.000,0.000,0.000,0.440,0.000,0.000,0.000,0.300,0.000,0.390,0.840,0.000,0.000,0.000,1.300,0.000,0.000,5
Rothamsted,13-1c,13,1.000,c,1998,(FYM/FM),0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,(FYM),0,(FM),0,0,0,0.000,0.000,57.920,0.000,0.000,5.870,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,2.350,0.080,0.390,0.000,0.000,2.460,0.000,0.000,0.000,7.180,0.000,0.000,0.000,0.530,2.250,5.440,0.000,0.000,2.680,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.000,0.000,0.000,5.540,3.640,0.000,0.000,0.000,0.000,0.000,1.480,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.310,1.520,0.000,0.000,0.000,0.000,0.000,0.000,5
Rothamsted,13-1d,13,1.000,d,1998,(FYM/FM),0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,(FYM),0,(FM),0,0,0,0.000,0.000,75.270,0.000,4.270,1.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.520,0.000,0.000,3.470,0.000,0.000,0.000,2.690,0.000,0.000,0.000,0.000,6.210,1.050,0.000,0.000,0.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.210,0.820,0.000,0.000,0.000,0.000,0.000,1.150,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.090,0.920,0.000,0.000,0.000,0.000,0.000,0.000,5
Rothamsted,13-2a,13,2.000,a,1998,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,FYM,0,0,0,0,0,0.000,0.000,0.000,0.820,16.280,0.000,29.770,12.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.680,0.260,0.000,0.000,11.470,0.000,0.000,0.000,4.340,0.000,0.000,0.000,0.000,7.600,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.610,4.070,1.620,0.000,0.000,0.000,0.000,3.070,0.000,0.000,0.000,0.710,0.000,0.000,0.000,0.000,0.000,3.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5
Rothamsted,13-2b,13,2.000,b,1998,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,FYM,0,0,0,0,0,0.000,0.000,0.000,0.070,34.330,0.580,6.100,0.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.160,0.360,0.000,0.000,13.360,0.000,0.000,0.000,0.290,0.000,0.000,0.000,0.000,2.960,10.830,0.000,0.000,7.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.790,0.000,5.260,0.000,0.000,0.000,0.000,3.080,0.000,0.000,0.000,1.080,0.000,0.000,0.000,0.000,0.000,1.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5
Rothamsted,13-2c,13,2.000,c,1998,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,FYM,0,0,0,0,0,0.000,0.000,28.730,0.020,17.970,1.640,0.000,0.870,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.000,1.680,0.000,0.000,10.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.740,7.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.500,0.020,6.310,0.000,0.000,0.000,0.000,3.620,0.000,0.000,0.000,0.860,0.000,0.000,0.000,0.000,0.000,1.520,2.910,0.000,0.000,0.000,0.370,0.000,0.000,5
Rothamsted,13-2d,13,2.000,d,1998,FYM/FM,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,FYM,0,0,0,0,0,0.000,0.000,38.790,0.000,19.150,1.220,0.000,0.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.160,0.000,0.000,2.150,0.000,0.000,0.000,15.930,0.000,0.000,0.000,0.000,4.070,6.700,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.660,1.070,1.810,0.000,0.000,0.000,0.000,1.030,0.000,0.000,0.000,0.860,0.000,0.000,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5
Rothamsted,14-1a,14,1.000,a,1998,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.440,0.000,0.390,0.000,12.010,2.040,2.480,4.880,0.000,0.000,0.150,0.000,0.000,0.000,0.350,0.000,1.120,0.000,0.000,3.250,0.000,0.000,0.000,17.790,0.000,0.000,0.000,0.390,1.710,0.000,0.000,0.000,3.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.250,1.480,0.000,0.000,0.000,0.000,0.000,4.940,0.000,0.000,0.000,0.690,0.000,0.000,0.000,0.000,0.000,2.310,4.190,29.910,0.000,1.790,0.000,0.000,0.000,"4,9"
Rothamsted,14-1b,14,1.000,b,1998,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,18.990,1.240,4.250,1.090,0.000,0.000,0.130,0.000,0.000,0.000,0.000,0.140,0.430,0.000,0.000,3.540,0.000,0.000,0.000,14.370,0.000,0.000,0.000,0.000,4.250,2.300,0.000,0.000,8.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.180,3.140,0.000,0.000,0.000,0.000,0.000,4.210,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,2.020,5.660,21.480,0.000,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-1c,14,1.000,c,1998,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,2.350,0.000,10.260,2.540,1.540,4.910,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.920,0.000,0.000,0.000,0.280,0.000,0.000,0.000,0.000,6.020,7.560,0.000,0.000,21.550,0.000,0.000,0.000,1.750,0.000,0.000,0.000,0.000,0.000,0.000,13.180,2.570,0.030,0.000,0.000,0.000,0.000,2.440,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,1.560,1.320,18.120,0.000,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-1d,14,1.000,d,1998,(N*2)PKNaMg,(N*2),0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.850,0.000,19.710,3.350,0.110,3.930,0.000,0.000,0.820,0.000,0.000,0.000,0.000,0.130,0.200,0.000,0.000,3.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.420,4.890,0.000,0.000,16.860,0.000,0.000,0.000,0.740,0.000,0.000,0.000,0.000,0.000,0.000,10.340,6.320,0.000,0.000,0.000,0.000,0.000,3.950,0.000,0.000,0.000,0.120,0.000,0.000,0.000,0.000,0.000,1.330,0.000,19.280,0.000,0.000,0.000,0.000,0.000,"4,9"
Rothamsted,14-2a,14,2.000,a,1998,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,51.100,0.000,4.850,18.420,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,8.180,0.000,0.000,0.000,2.080,0.000,0.000,0.000,0.260,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.190,11.400,0.000,0.000,0.000,0.000,1.400,0.000,0.000,0.000,0.520,0.000,0.000,0.000,0.000,0.000,0.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,14-2b,14,2.000,b,1998,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.910,0.000,0.000,0.000,58.700,0.000,5.060,9.490,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.160,0.000,0.000,0.000,10.790,0.000,0.000,0.000,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.970,3.240,0.000,0.000,0.000,0.000,0.280,0.000,0.000,0.000,0.290,0.000,0.000,0.000,0.000,0.000,1.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,14-2c,14,2.000,c,1998,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,52.060,0.000,4.760,9.540,0.000,0.000,2.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.330,0.000,0.000,0.000,6.280,0.000,0.000,0.000,0.000,4.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.770,1.930,0.000,0.000,0.000,0.000,2.870,0.000,0.000,0.000,0.610,0.000,0.000,0.000,0.000,0.000,3.410,1.350,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,14-2d,14,2.000,d,1998,N*2+PKNaMg,N*2,96,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,43.060,0.000,17.780,8.440,0.000,0.000,10.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.200,0.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,6.980,0.000,0.000,0.000,0.000,0.540,0.000,0.000,0.000,0.710,0.000,0.000,0.000,0.000,0.000,1.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4
Rothamsted,15a,15,*,a,1998,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,2.980,0.000,5.040,0.000,7.290,0.940,0.000,0.660,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,1.420,0.000,0.000,1.860,0.000,0.000,0.000,10.340,0.000,0.000,0.000,0.390,2.030,0.740,0.000,0.000,25.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.290,1.330,0.000,0.000,0.000,0.000,0.000,2.560,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,2.440,8.020,19.550,0.010,0.930,0.000,0.000,0.000,*
Rothamsted,15b,15,*,b,1998,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,7.490,0.000,3.840,0.000,21.110,0.880,1.040,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.390,0.000,0.000,0.490,0.000,0.000,0.000,8.250,0.000,0.000,0.000,2.460,1.490,2.720,0.000,0.000,9.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.120,0.890,0.000,0.000,0.000,0.000,0.000,2.320,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,1.290,8.180,21.550,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,15c,15,*,c,1998,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,3.520,0.000,37.250,0.000,3.330,2.320,0.000,0.380,0.000,0.000,0.000,0.000,0.000,0.000,26.230,0.000,2.010,0.000,0.000,1.380,0.000,0.000,0.000,8.620,0.000,0.000,0.000,0.240,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.370,1.970,0.000,0.000,0.000,0.000,0.000,0.210,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.100,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,15d,15,*,d,1998,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,4.170,0.000,55.290,0.000,8.150,0.660,0.000,0.370,0.000,0.000,0.000,0.000,0.000,0.000,8.330,0.000,2.170,0.000,0.000,0.690,0.000,0.000,0.000,18.120,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.120,1.140,0.390,0.000,0.000,0.000,0.000,0.000,*
