harvest_year,crop,plot,fertilizer_code,fym_factor_level,n_factor_level,fertilizer_n_amount,p_factor_level,fertilizer_p_amount,k_factor_level,fertilizer_k_amount,na_factor_level,fertilizer_na_amount,mg_factor_level,fertilizer_mg_amount,planting_date_start,planting_date_end,harvest_date_start,harvest_date_end,variety,tuber_%_nitrogen_content,tuber_nitrogen_content,tuber_good_yield,tuber_small_yield,tuber_diseased_yield,tuber_total_fresh_weight_yield,tuber_%_dry_matter,tuber_total_ dry_matter_yield,grain_yield,straw_yield,note_id
1895,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.440,46.450,11.205,0.502,1.789,13.497,23.900,3.226,*,*,*
1895,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.440,55.078,13.183,0.565,2.668,16.416,23.300,3.825,*,*,*
1895,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.460,13.509,2.731,0.377,0.094,3.202,28.900,0.925,*,*,*
1895,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.600,16.802,3.076,0.471,0.314,3.861,27.200,1.050,*,*,*
1895,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.450,33.814,8.318,0.345,0.628,9.291,25.100,2.332,*,*,*
1895,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.560,42.715,9.542,0.408,1.318,11.268,24.300,2.738,*,*,*
1895,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.190,15.114,3.955,0.345,0.220,4.520,28.100,1.270,*,*,*
1895,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.100,18.941,5.964,0.408,0.251,6.623,26.000,1.722,*,*,*
1896,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.480,11.819,2.668,0.345,0.094,3.107,25.700,0.799,*,*,*
1896,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.470,16.707,3.986,0.282,0.188,4.457,25.500,1.137,*,*,*
1896,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.540,59.551,13.324,0.204,4.049,17.577,22.000,3.867,*,*,*
1896,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.490,51.923,11.519,0.282,4.331,16.133,21.600,3.485,*,*,*
1896,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.630,20.935,4.661,0.204,0.314,5.179,24.800,1.284,*,*,*
1896,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.790,23.984,5.163,0.220,0.392,5.775,23.200,1.340,*,*,*
1896,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.690,57.941,13.371,0.251,1.962,15.584,22.000,3.428,*,*,*
1896,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.650,54.894,13.371,0.235,1.868,15.474,21.500,3.327,*,*,*
1896,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.380,24.585,6.293,0.220,0.392,6.905,25.800,1.782,*,*,*
1896,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,10/04/1896,10/04/1896,23/10/1896,30/10/1896,bruce,1.340,23.177,6.795,0.188,0.439,7.423,23.300,1.730,*,*,*
1897,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.450,5.070,1.099,0.377,0.000,1.475,23.700,0.350,*,*,*
1897,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.480,12.535,2.778,0.487,0.031,3.296,25.700,0.847,*,*,*
1897,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.580,36.670,9.432,0.424,0.063,9.918,23.400,2.321,*,*,*
1897,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.640,38.407,9.416,0.455,0.094,9.966,23.500,2.342,*,*,*
1897,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.830,9.114,1.460,0.549,0.016,2.024,24.600,0.498,*,*,*
1897,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.940,14.098,2.448,0.502,0.016,2.966,24.500,0.727,*,*,*
1897,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.840,35.732,7.878,0.534,0.031,8.443,23.000,1.942,*,*,*
1897,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.910,42.331,8.945,0.659,0.031,9.636,23.000,2.216,*,*,*
1897,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.230,13.607,3.578,0.534,0.063,4.175,26.500,1.106,*,*,*
1897,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,08/04/1897,08/04/1897,13/09/1897,15/09/1897,beauty of hebron,1.170,13.326,3.955,0.534,0.031,4.520,25.200,1.139,*,*,*
1898,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.560,6.060,0.879,0.863,0.016,1.758,22.100,0.388,*,*,*
1898,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.440,11.230,1.993,1.146,0.031,3.170,24.600,0.780,*,*,*
1898,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.670,33.039,7.659,0.942,0.392,8.993,22.000,1.978,*,*,*
1898,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.710,36.461,8.082,1.083,0.439,9.605,22.200,2.132,*,*,*
1898,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.790,7.844,0.863,1.036,0.031,1.930,22.700,0.438,*,*,*
1898,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.920,12.658,1.491,1.287,0.016,2.793,23.600,0.659,*,*,*
1898,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.770,30.353,6.152,1.318,0.220,7.690,22.300,1.715,*,*,*
1898,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.790,32.615,6.529,1.334,0.235,8.098,22.500,1.822,*,*,*
1898,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.350,9.966,1.977,1.067,0.031,3.076,24.000,0.738,*,*,*
1898,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,21/03/1898,22/03/1898,09/09/1898,13/09/1898,beauty of hebron,1.240,6.266,1.130,1.051,0.016,2.197,23.000,0.505,*,*,*
1899,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.470,3.624,0.753,0.251,0.031,1.036,23.800,0.247,*,*,*
1899,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.560,7.067,1.428,0.298,0.078,1.805,25.100,0.453,*,*,*
1899,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.510,21.191,5.242,0.408,0.126,5.775,24.300,1.403,*,*,*
1899,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.570,16.794,3.971,0.377,0.110,4.457,24.000,1.070,*,*,*
1899,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.750,5.533,0.879,0.424,0.031,1.334,23.700,0.316,*,*,*
1899,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.770,10.753,1.993,0.392,0.016,2.401,25.300,0.607,*,*,*
1899,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.690,21.245,4.787,0.392,0.016,5.195,24.200,1.257,*,*,*
1899,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.750,25.197,5.540,0.298,0.063,5.901,24.400,1.440,*,*,*
1899,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.370,8.063,1.946,0.377,0.031,2.354,25.000,0.589,*,*,*
1899,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,28/03/1899,28/03/1899,28/08/1899,29/08/1899,beauty of hebron,1.190,7.131,1.946,0.345,0.031,2.323,25.800,0.599,*,*,*
1900,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.690,4.066,0.895,0.188,0.016,1.099,21.900,0.241,*,*,*
1900,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.630,6.097,1.177,0.377,0.031,1.585,23.600,0.374,*,*,*
1900,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.830,23.321,5.838,0.361,0.110,6.309,20.200,1.274,*,*,*
1900,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.780,18.657,4.645,0.439,0.078,5.163,20.300,1.048,*,*,*
1900,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.810,5.258,0.800,0.487,0.016,1.303,22.300,0.290,*,*,*
1900,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.890,6.686,0.942,0.596,0.000,1.538,23.000,0.354,*,*,*
1900,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.830,15.602,3.657,0.455,0.047,4.159,20.500,0.853,*,*,*
1900,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.880,17.061,3.641,0.706,0.016,4.363,20.800,0.907,*,*,*
1900,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.530,7.055,1.616,0.408,0.016,2.040,22.600,0.461,*,*,*
1900,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,1900-04-02 00:00:00,1900-04-02 00:00:00,1900-09-14 00:00:00,1900-09-15 00:00:00,beauty of hebron,1.460,6.878,1.664,0.439,0.000,2.103,22.400,0.471,*,*,*
1901,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,1.271,0.298,0.016,1.585,*,0.407,*,*,7.000
1901,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,1.648,0.251,0.016,1.915,*,0.492,*,*,7.000
1901,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,5.289,0.314,0.063,5.665,*,1.456,*,*,7.000
1901,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,5.744,0.267,0.031,6.042,*,1.553,*,*,7.000
1901,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,1.758,0.267,0.000,2.024,*,0.520,*,*,7.000
1901,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,2.307,0.298,0.000,2.605,*,0.670,*,*,7.000
1901,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,4.567,0.355,0.016,4.937,*,1.269,*,*,7.000
1901,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,5.242,0.314,0.031,5.587,*,1.436,*,*,7.000
1901,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,2.731,0.251,0.008,2.989,*,0.768,*,*,7.000
1901,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,1901-04-23 00:00:00,1901-04-23 00:00:00,1901-09-12 00:00:00,1901-09-16 00:00:00,beauty of hebron,*,*,3.594,0.267,0.016,3.876,*,0.996,*,*,7.000
