harvest_year,strip,old_section,section,plot_(strip_and_section),fertilizer_code,crop,chalk_date,chalk_amount
1988.000,3.000,*,5.000,03/5,nil,winter wheat,*,0.000
1988.000,5.000,*,5.000,05/5,PKMg,winter wheat,*,0.000
1988.000,6.000,*,5.000,06/5,N1PKMg,winter wheat,*,0.000
1988.000,7.000,*,5.000,07/5,N2PKMg,winter wheat,*,0.000
1988.000,8.000,*,5.000,08/5,N3PKMg,winter wheat,*,0.000
1988.000,9.000,*,5.000,09/5,N4PKMg,winter wheat,*,0.000
1988.000,10.000,*,5.000,10/5,N2,winter wheat,*,0.000
1988.000,11.000,*,5.000,11/5,N2P,winter wheat,*,0.000
1988.000,12.000,*,5.000,12/5,N2PNa*,winter wheat,*,0.000
1988.000,13.000,*,5.000,13/5,N2PK,winter wheat,*,0.000
1988.000,14.000,*,5.000,14/5,N2PKMg*,winter wheat,*,0.000
1988.000,15.000,*,5.000,15/5,N5PKMg,winter wheat,*,0.000
1988.000,16.000,*,5.000,16/5,N6PKMg,winter wheat,*,0.000
1988.000,17.000,*,5.000,17/5,N1+N3 1/2[PKMg],winter wheat,*,0.000
1988.000,18.000,*,5.000,18/5,N0+N3 1/2[PKMg],winter wheat,*,0.000
1988.000,19.000,*,5.000,19/5,(C) ,winter wheat,*,0.000
1988.000,21.000,*,5.000,21/5,FYMN2 ,winter wheat,*,0.000
1988.000,22.000,*,5.000,22/5,FYM,winter wheat,*,0.000
1988.000,1.000,*,6.000,01/6,FYMN4PK,winter wheat,*,0.000
1988.000,3.000,*,6.000,03/6,nil,winter wheat,*,0.000
1988.000,5.000,*,6.000,05/6,PKMg,winter wheat,*,0.000
1988.000,6.000,*,6.000,06/6,N1PKMg,winter wheat,*,0.000
1988.000,7.000,*,6.000,07/6,N2PKMg,winter wheat,*,0.000
1988.000,8.000,*,6.000,08/6,N3PKMg,winter wheat,*,0.000
1988.000,9.000,*,6.000,09/6,N4PKMg,winter wheat,*,0.000
1988.000,10.000,*,6.000,10/6,N2,winter wheat,*,0.000
1988.000,11.000,*,6.000,11/6,N2P,winter wheat,*,0.000
1988.000,12.000,*,6.000,12/6,N2PNa*,winter wheat,*,0.000
1988.000,13.000,*,6.000,13/6,N2PK,winter wheat,*,0.000
1988.000,14.000,*,6.000,14/6,N2PKMg*,winter wheat,*,0.000
1988.000,15.000,*,6.000,15/6,N5PKMg,winter wheat,*,0.000
1988.000,16.000,*,6.000,16/6,N6PKMg,winter wheat,*,0.000
1988.000,17.000,*,6.000,17/6,N1+N3 1/2[PKMg],winter wheat,*,0.000
1988.000,18.000,*,6.000,18/6,N0+N3 1/2[PKMg],winter wheat,*,0.000
1988.000,19.000,*,6.000,19/6,(C) ,winter wheat,*,0.000
1988.000,21.000,*,6.000,21/6,FYMN2 ,winter wheat,*,0.000
1988.000,22.000,*,6.000,22/6,FYM,winter wheat,*,0.000
1988.000,1.000,*,7.000,01/7,FYMN4PK,fallow,*,0.000
1988.000,3.000,*,7.000,03/7,nil,fallow,*,0.000
1988.000,5.000,*,7.000,05/7,PKMg,fallow,*,0.000
1988.000,6.000,*,7.000,06/7,N1PKMg,fallow,*,0.000
1988.000,7.000,*,7.000,07/7,N2PKMg,fallow,*,0.000
1988.000,8.000,*,7.000,08/7,N3PKMg,fallow,*,0.000
1988.000,9.000,*,7.000,09/7,N4PKMg,fallow,*,0.000
1988.000,10.000,*,7.000,10/7,N2,fallow,*,0.000
1988.000,11.000,*,7.000,11/7,N2P,fallow,*,0.000
1988.000,12.000,*,7.000,12/7,N2PNa*,fallow,*,0.000
1988.000,13.000,*,7.000,13/7,N2PK,fallow,*,0.000
1988.000,14.000,*,7.000,14/7,N2PKMg*,fallow,*,0.000
1988.000,15.000,*,7.000,15/7,N5PKMg,fallow,*,0.000
1988.000,16.000,*,7.000,16/7,N6PKMg,fallow,*,0.000
1988.000,17.000,*,7.000,17/7,N1+N3 1/2[PKMg],fallow,*,0.000
1988.000,18.000,*,7.000,18/7,N0+N3 1/2[PKMg],fallow,*,0.000
1988.000,19.000,*,7.000,19/7,(C) ,fallow,*,0.000
1988.000,21.000,*,7.000,21/7,FYMN2 ,fallow,*,0.000
1988.000,22.000,*,7.000,22/7,FYM,fallow,*,0.000
1988.000,3.000,*,8.000,03/8,nil,winter wheat,*,0.000
1988.000,5.000,*,8.000,05/8,PKMg,winter wheat,*,0.000
1988.000,6.000,*,8.000,06/8,N1PKMg,winter wheat,*,0.000
1988.000,7.000,*,8.000,07/8,N2PKMg,winter wheat,*,0.000
1988.000,8.000,*,8.000,08/8,N3PKMg,winter wheat,*,0.000
1988.000,9.000,*,8.000,09/8,N4PKMg,winter wheat,*,0.000
1988.000,10.000,*,8.000,10/8,N2,winter wheat,*,0.000
1988.000,11.000,*,8.000,11/8,N2P,winter wheat,*,0.000
1988.000,12.000,*,8.000,12/8,N2PNa*,winter wheat,*,0.000
1988.000,13.000,*,8.000,13/8,N2PK,winter wheat,*,0.000
1988.000,14.000,*,8.000,14/8,N2PKMg*,winter wheat,*,0.000
1988.000,15.000,*,8.000,15/8,N5PKMg,winter wheat,*,0.000
1988.000,16.000,*,8.000,16/8,N6PKMg,winter wheat,*,0.000
1988.000,17.000,*,8.000,17/8,N1+N3 1/2[PKMg],winter wheat,*,0.000
1988.000,18.000,*,8.000,18/8,N0+N3 1/2[PKMg],winter wheat,*,0.000
1988.000,19.000,*,8.000,19/8,(C) ,winter wheat,*,0.000
1988.000,21.000,*,8.000,21/8,FYMN2 ,winter wheat,*,0.000
1988.000,22.000,*,8.000,22/8,FYM,winter wheat,*,0.000
1988.000,3.000,*,9.000,03/9,nil,winter wheat,*,0.000
1988.000,5.000,*,9.000,05/9,PKMg,winter wheat,*,0.000
1988.000,6.000,*,9.000,06/9,N1PKMg,winter wheat,*,0.000
1988.000,7.000,*,9.000,07/9,N2PKMg,winter wheat,*,0.000
1988.000,8.000,*,9.000,08/9,N3PKMg,winter wheat,*,0.000
1988.000,9.000,*,9.000,09/9,N4PKMg,winter wheat,*,0.000
1988.000,10.000,*,9.000,10/9,N2,winter wheat,*,0.000
1988.000,11.000,*,9.000,11/9,N2P,winter wheat,*,0.000
1988.000,12.000,*,9.000,12/9,N2PNa*,winter wheat,*,0.000
1988.000,13.000,*,9.000,13/9,N2PK,winter wheat,*,0.000
1988.000,14.000,*,9.000,14/9,N2PKMg*,winter wheat,*,0.000
1988.000,15.000,*,9.000,15/9,N5PKMg,winter wheat,*,0.000
1988.000,16.000,*,9.000,16/9,N6PKMg,winter wheat,*,0.000
1988.000,17.000,*,9.000,17/9,N1+N3 1/2[PKMg],winter wheat,*,0.000
1988.000,18.000,*,9.000,18/9,N0+N3 1/2[PKMg],winter wheat,*,0.000
1988.000,19.000,*,9.000,19/9,(C) ,winter wheat,*,0.000
1988.000,21.000,*,9.000,21/9,FYMN2 ,winter wheat,*,0.000
1988.000,22.000,*,9.000,22/9,FYM,winter wheat,*,0.000
1989.000,3.000,*,0.000,03/0,nil,winter wheat,*,0.000
1989.000,5.000,*,0.000,05/0,PKMg,winter wheat,*,0.000
1989.000,6.000,*,0.000,06/0,N1PKMg,winter wheat,*,0.000
1989.000,7.000,*,0.000,07/0,N2PKMg,winter wheat,*,0.000
1989.000,8.000,*,0.000,08/0,N3PKMg,winter wheat,*,0.000
1989.000,9.000,*,0.000,09/0,N4PKMg,winter wheat,*,0.000
1989.000,10.000,*,0.000,10/0,N2,winter wheat,*,0.000
1989.000,11.000,*,0.000,11/0,N2P,winter wheat,*,0.000
1989.000,12.000,*,0.000,12/0,N2PNa*,winter wheat,*,0.000
1989.000,13.000,*,0.000,13/0,N2PK,winter wheat,*,0.000
1989.000,14.000,*,0.000,14/0,N2PKMg*,winter wheat,*,0.000
1989.000,15.000,*,0.000,15/0,N5PKMg,winter wheat,*,0.000
1989.000,16.000,*,0.000,16/0,N6PKMg,winter wheat,*,0.000
1989.000,17.000,*,0.000,17/0,N0+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,18.000,*,0.000,18/0,N1+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,19.000,*,0.000,19/0,(C) ,winter wheat,*,0.000
1989.000,20.000,*,0.000,20/0,N2KMg,winter wheat,*,0.000
1989.000,21.000,*,0.000,21/0,FYMN2 ,winter wheat,*,0.000
1989.000,22.000,*,0.000,22/0,FYM,winter wheat,*,0.000
1989.000,3.000,*,1.000,03/1,nil,winter wheat,1988-10-11 00:00:00,2.900
1989.000,5.000,*,1.000,05/1,PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,6.000,*,1.000,06/1,N1PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,7.000,*,1.000,07/1,N2PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,8.000,*,1.000,08/1,N3PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,9.000,*,1.000,09/1,N4PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,10.000,*,1.000,10/1,N2,winter wheat,1988-10-11 00:00:00,2.900
1989.000,11.000,*,1.000,11/1,N2P,winter wheat,1988-10-11 00:00:00,2.900
1989.000,12.000,*,1.000,12/1,N2PNa*,winter wheat,1988-10-11 00:00:00,2.900
1989.000,13.000,*,1.000,13/1,N2PK,winter wheat,1988-10-11 00:00:00,2.900
1989.000,14.000,*,1.000,14/1,N2PKMg*,winter wheat,1988-10-11 00:00:00,2.900
1989.000,15.000,*,1.000,15/1,N5PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,16.000,*,1.000,16/1,N6PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,17.000,*,1.000,17/1,N0+N3 1/2[PKMg],winter wheat,1988-10-11 00:00:00,2.900
1989.000,18.000,*,1.000,18/1,N1+N3 1/2[PKMg],winter wheat,1988-10-11 00:00:00,2.900
1989.000,19.000,*,1.000,19/1,(C) ,winter wheat,1988-10-11 00:00:00,2.900
1989.000,20.000,*,1.000,20/1,N2KMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,21.000,*,1.000,21/1,FYMN2 ,winter wheat,1988-10-11 00:00:00,2.900
1989.000,22.000,*,1.000,22/1,FYM,winter wheat,1988-10-11 00:00:00,2.900
1989.000,1.000,*,2.000,01/2,FYMN4PK,winter wheat,*,0.000
1989.000,3.000,*,2.000,03/2,nil,winter wheat,*,0.000
1989.000,5.000,*,2.000,05/2,PKMg,winter wheat,*,0.000
1989.000,6.000,*,2.000,06/2,N1PKMg,winter wheat,*,0.000
1989.000,7.000,*,2.000,07/2,N2PKMg,winter wheat,*,0.000
1989.000,8.000,*,2.000,08/2,N3PKMg,winter wheat,*,0.000
1989.000,9.000,*,2.000,09/2,N4PKMg,winter wheat,*,0.000
1989.000,10.000,*,2.000,10/2,N2,winter wheat,*,0.000
1989.000,11.000,*,2.000,11/2,N2P,winter wheat,*,0.000
1989.000,12.000,*,2.000,12/2,N2PNa*,winter wheat,*,0.000
1989.000,13.000,*,2.000,13/2,N2PK,winter wheat,*,0.000
1989.000,14.000,*,2.000,14/2,N2PKMg*,winter wheat,*,0.000
1989.000,15.000,*,2.000,15/2,N5PKMg,winter wheat,*,0.000
1989.000,16.000,*,2.000,16/2,N6PKMg,winter wheat,*,0.000
1989.000,17.000,*,2.000,17/2,N0+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,18.000,*,2.000,18/2,N1+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,19.000,*,2.000,19/2,(C) ,winter wheat,*,0.000
1989.000,21.000,*,2.000,21/2,FYMN2 ,winter wheat,*,0.000
1989.000,22.000,*,2.000,22/2,FYM,winter wheat,*,0.000
1989.000,1.000,*,3.000,01/3,FYMN4PK,winter wheat,1988-10-11 00:00:00,2.900
1989.000,3.000,*,3.000,03/3,nil,winter wheat,1988-10-11 00:00:00,2.900
1989.000,5.000,*,3.000,05/3,PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,6.000,*,3.000,06/3,N1PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,7.000,*,3.000,07/3,N2PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,8.000,*,3.000,08/3,N3PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,9.000,*,3.000,09/3,N4PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,10.000,*,3.000,10/3,N2,winter wheat,1988-10-11 00:00:00,2.900
1989.000,11.000,*,3.000,11/3,N2P,winter wheat,1988-10-11 00:00:00,2.900
1989.000,12.000,*,3.000,12/3,N2PNa*,winter wheat,1988-10-11 00:00:00,2.900
1989.000,13.000,*,3.000,13/3,N2PK,winter wheat,1988-10-11 00:00:00,2.900
1989.000,14.000,*,3.000,14/3,N2PKMg*,winter wheat,1988-10-11 00:00:00,2.900
1989.000,15.000,*,3.000,15/3,N5PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,16.000,*,3.000,16/3,N6PKMg,winter wheat,1988-10-11 00:00:00,2.900
1989.000,17.000,*,3.000,17/3,N0+N3 1/2[PKMg],winter wheat,1988-10-11 00:00:00,2.900
1989.000,18.000,*,3.000,18/3,N1+N3 1/2[PKMg],winter wheat,1988-10-11 00:00:00,2.900
1989.000,19.000,*,3.000,19/3,(C) ,winter wheat,1988-10-11 00:00:00,2.900
1989.000,21.000,*,3.000,21/3,FYMN2 ,winter wheat,1988-10-11 00:00:00,2.900
1989.000,22.000,*,3.000,22/3,FYM,winter wheat,1988-10-11 00:00:00,2.900
1989.000,1.000,*,4.000,01/4,FYMN4PK,fallow,*,0.000
1989.000,3.000,*,4.000,03/4,nil,fallow,*,0.000
1989.000,5.000,*,4.000,05/4,PKMg,fallow,*,0.000
1989.000,6.000,*,4.000,06/4,N1PKMg,fallow,*,0.000
1989.000,7.000,*,4.000,07/4,N2PKMg,fallow,*,0.000
1989.000,8.000,*,4.000,08/4,N3PKMg,fallow,*,0.000
1989.000,9.000,*,4.000,09/4,N4PKMg,fallow,*,0.000
1989.000,10.000,*,4.000,10/4,N2,fallow,*,0.000
1989.000,11.000,*,4.000,11/4,N2P,fallow,*,0.000
1989.000,12.000,*,4.000,12/4,N2PNa*,fallow,*,0.000
1989.000,13.000,*,4.000,13/4,N2PK,fallow,*,0.000
1989.000,14.000,*,4.000,14/4,N2PKMg*,fallow,*,0.000
1989.000,15.000,*,4.000,15/4,N5PKMg,fallow,*,0.000
1989.000,16.000,*,4.000,16/4,N6PKMg,fallow,*,0.000
1989.000,17.000,*,4.000,17/4,N0+N3 1/2[PKMg],fallow,*,0.000
1989.000,18.000,*,4.000,18/4,N1+N3 1/2[PKMg],fallow,*,0.000
1989.000,19.000,*,4.000,19/4,(C) ,fallow,*,0.000
1989.000,21.000,*,4.000,21/4,FYMN2 ,fallow,*,0.000
1989.000,22.000,*,4.000,22/4,FYM,fallow,*,0.000
1989.000,1.000,*,5.000,01/5,FYMN4PK,winter wheat,*,0.000
1989.000,3.000,*,5.000,03/5,nil,winter wheat,*,0.000
1989.000,5.000,*,5.000,05/5,PKMg,winter wheat,*,0.000
1989.000,6.000,*,5.000,06/5,N1PKMg,winter wheat,*,0.000
1989.000,7.000,*,5.000,07/5,N2PKMg,winter wheat,*,0.000
1989.000,8.000,*,5.000,08/5,N3PKMg,winter wheat,*,0.000
1989.000,9.000,*,5.000,09/5,N4PKMg,winter wheat,*,0.000
1989.000,10.000,*,5.000,10/5,N2,winter wheat,*,0.000
1989.000,11.000,*,5.000,11/5,N2P,winter wheat,*,0.000
1989.000,12.000,*,5.000,12/5,N2PNa*,winter wheat,*,0.000
1989.000,13.000,*,5.000,13/5,N2PK,winter wheat,*,0.000
1989.000,14.000,*,5.000,14/5,N2PKMg*,winter wheat,*,0.000
1989.000,15.000,*,5.000,15/5,N5PKMg,winter wheat,*,0.000
1989.000,16.000,*,5.000,16/5,N6PKMg,winter wheat,*,0.000
1989.000,17.000,*,5.000,17/5,N0+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,18.000,*,5.000,18/5,N1+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,19.000,*,5.000,19/5,(C) ,winter wheat,*,0.000
1989.000,21.000,*,5.000,21/5,FYMN2 ,winter wheat,*,0.000
1989.000,22.000,*,5.000,22/5,FYM,winter wheat,*,0.000
1989.000,1.000,*,6.000,01/6,FYMN4PK,winter wheat,*,0.000
1989.000,3.000,*,6.000,03/6,nil,winter wheat,*,0.000
1989.000,5.000,*,6.000,05/6,PKMg,winter wheat,*,0.000
1989.000,6.000,*,6.000,06/6,N1PKMg,winter wheat,*,0.000
1989.000,7.000,*,6.000,07/6,N2PKMg,winter wheat,*,0.000
1989.000,8.000,*,6.000,08/6,N3PKMg,winter wheat,*,0.000
1989.000,9.000,*,6.000,09/6,N4PKMg,winter wheat,*,0.000
1989.000,10.000,*,6.000,10/6,N2,winter wheat,*,0.000
1989.000,11.000,*,6.000,11/6,N2P,winter wheat,*,0.000
1989.000,12.000,*,6.000,12/6,N2PNa*,winter wheat,*,0.000
1989.000,13.000,*,6.000,13/6,N2PK,winter wheat,*,0.000
1989.000,14.000,*,6.000,14/6,N2PKMg*,winter wheat,*,0.000
1989.000,15.000,*,6.000,15/6,N5PKMg,winter wheat,*,0.000
1989.000,16.000,*,6.000,16/6,N6PKMg,winter wheat,*,0.000
1989.000,17.000,*,6.000,17/6,N0+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,18.000,*,6.000,18/6,N1+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,19.000,*,6.000,19/6,(C) ,winter wheat,*,0.000
1989.000,21.000,*,6.000,21/6,FYMN2 ,winter wheat,*,0.000
1989.000,22.000,*,6.000,22/6,FYM,winter wheat,*,0.000
1989.000,1.000,*,7.000,01/7,FYMN4PK,potatoes,*,0.000
1989.000,3.000,*,7.000,03/7,nil,potatoes,*,0.000
1989.000,5.000,*,7.000,05/7,PKMg,potatoes,*,0.000
1989.000,6.000,*,7.000,06/7,N1PKMg,potatoes,*,0.000
1989.000,7.000,*,7.000,07/7,N2PKMg,potatoes,*,0.000
1989.000,8.000,*,7.000,08/7,N3PKMg,potatoes,*,0.000
1989.000,9.000,*,7.000,09/7,N4PKMg,potatoes,*,0.000
1989.000,10.000,*,7.000,10/7,N2,potatoes,*,0.000
1989.000,11.000,*,7.000,11/7,N2P,potatoes,*,0.000
1989.000,12.000,*,7.000,12/7,N2PNa*,potatoes,*,0.000
1989.000,13.000,*,7.000,13/7,N2PK,potatoes,*,0.000
1989.000,14.000,*,7.000,14/7,N2PKMg*,potatoes,*,0.000
1989.000,15.000,*,7.000,15/7,N5PKMg,potatoes,*,0.000
1989.000,16.000,*,7.000,16/7,N6PKMg,potatoes,*,0.000
1989.000,17.000,*,7.000,17/7,N0+N3 1/2[PKMg],potatoes,*,0.000
1989.000,18.000,*,7.000,18/7,N1+N3 1/2[PKMg],potatoes,*,0.000
1989.000,19.000,*,7.000,19/7,(C) ,potatoes,*,0.000
1989.000,21.000,*,7.000,21/7,FYMN2 ,potatoes,*,0.000
1989.000,22.000,*,7.000,22/7,FYM,potatoes,*,0.000
1989.000,3.000,*,8.000,03/8,nil,winter wheat,*,0.000
1989.000,5.000,*,8.000,05/8,PKMg,winter wheat,*,0.000
1989.000,6.000,*,8.000,06/8,N1PKMg,winter wheat,*,0.000
1989.000,7.000,*,8.000,07/8,N2PKMg,winter wheat,*,0.000
1989.000,8.000,*,8.000,08/8,N3PKMg,winter wheat,*,0.000
1989.000,9.000,*,8.000,09/8,N4PKMg,winter wheat,*,0.000
1989.000,10.000,*,8.000,10/8,N2,winter wheat,*,0.000
1989.000,11.000,*,8.000,11/8,N2P,winter wheat,*,0.000
1989.000,12.000,*,8.000,12/8,N2PNa*,winter wheat,*,0.000
1989.000,13.000,*,8.000,13/8,N2PK,winter wheat,*,0.000
1989.000,14.000,*,8.000,14/8,N2PKMg*,winter wheat,*,0.000
1989.000,15.000,*,8.000,15/8,N5PKMg,winter wheat,*,0.000
1989.000,16.000,*,8.000,16/8,N6PKMg,winter wheat,*,0.000
1989.000,17.000,*,8.000,17/8,N0+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,18.000,*,8.000,18/8,N1+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,19.000,*,8.000,19/8,(C) ,winter wheat,*,0.000
1989.000,21.000,*,8.000,21/8,FYMN2 ,winter wheat,*,0.000
1989.000,22.000,*,8.000,22/8,FYM,winter wheat,*,0.000
1989.000,3.000,*,9.000,03/9,nil,winter wheat,*,0.000
1989.000,5.000,*,9.000,05/9,PKMg,winter wheat,*,0.000
1989.000,6.000,*,9.000,06/9,N1PKMg,winter wheat,*,0.000
1989.000,7.000,*,9.000,07/9,N2PKMg,winter wheat,*,0.000
1989.000,8.000,*,9.000,08/9,N3PKMg,winter wheat,*,0.000
1989.000,9.000,*,9.000,09/9,N4PKMg,winter wheat,*,0.000
1989.000,10.000,*,9.000,10/9,N2,winter wheat,*,0.000
1989.000,11.000,*,9.000,11/9,N2P,winter wheat,*,0.000
1989.000,12.000,*,9.000,12/9,N2PNa*,winter wheat,*,0.000
1989.000,13.000,*,9.000,13/9,N2PK,winter wheat,*,0.000
1989.000,14.000,*,9.000,14/9,N2PKMg*,winter wheat,*,0.000
1989.000,15.000,*,9.000,15/9,N5PKMg,winter wheat,*,0.000
1989.000,16.000,*,9.000,16/9,N6PKMg,winter wheat,*,0.000
1989.000,17.000,*,9.000,17/9,N0+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,18.000,*,9.000,18/9,N1+N3 1/2[PKMg],winter wheat,*,0.000
1989.000,19.000,*,9.000,19/9,(C) ,winter wheat,*,0.000
1989.000,21.000,*,9.000,21/9,FYMN2 ,winter wheat,*,0.000
1989.000,22.000,*,9.000,22/9,FYM,winter wheat,*,0.000
1990.000,3.000,*,0.000,03/0,nil,winter wheat,*,0.000
1990.000,5.000,*,0.000,05/0,PKMg,winter wheat,*,0.000
1990.000,6.000,*,0.000,06/0,N1PKMg,winter wheat,*,0.000
1990.000,7.000,*,0.000,07/0,N2PKMg,winter wheat,*,0.000
1990.000,8.000,*,0.000,08/0,N3PKMg,winter wheat,*,0.000
1990.000,9.000,*,0.000,09/0,N4PKMg,winter wheat,*,0.000
1990.000,10.000,*,0.000,10/0,N2,winter wheat,*,0.000
1990.000,11.000,*,0.000,11/0,N2P,winter wheat,*,0.000
1990.000,12.000,*,0.000,12/0,N2PNa*,winter wheat,*,0.000
1990.000,13.000,*,0.000,13/0,N2PK,winter wheat,*,0.000
1990.000,14.000,*,0.000,14/0,N2PKMg*,winter wheat,*,0.000
1990.000,15.000,*,0.000,15/0,N5PKMg,winter wheat,*,0.000
1990.000,16.000,*,0.000,16/0,N6PKMg,winter wheat,*,0.000
1990.000,17.000,*,0.000,17/0,N1+N3 1/2[PKMg],winter wheat,*,0.000
1990.000,18.000,*,0.000,18/0,N0+N3 1/2[PKMg],winter wheat,*,0.000
1990.000,19.000,*,0.000,19/0,(C) ,winter wheat,*,0.000
1990.000,20.000,*,0.000,20/0,N2KMg,winter wheat,*,0.000
1990.000,21.000,*,0.000,21/0,FYMN2 ,winter wheat,*,0.000
1990.000,22.000,*,0.000,22/0,FYM,winter wheat,*,0.000
1990.000,3.000,*,1.000,03/1,nil,winter wheat,*,0.000
1990.000,5.000,*,1.000,05/1,PKMg,winter wheat,*,0.000
1990.000,6.000,*,1.000,06/1,N1PKMg,winter wheat,*,0.000
1990.000,7.000,*,1.000,07/1,N2PKMg,winter wheat,*,0.000
1990.000,8.000,*,1.000,08/1,N3PKMg,winter wheat,*,0.000
1990.000,9.000,*,1.000,09/1,N4PKMg,winter wheat,*,0.000
1990.000,10.000,*,1.000,10/1,N2,winter wheat,*,0.000
1990.000,11.000,*,1.000,11/1,N2P,winter wheat,*,0.000
1990.000,12.000,*,1.000,12/1,N2PNa*,winter wheat,*,0.000
1990.000,13.000,*,1.000,13/1,N2PK,winter wheat,*,0.000
1990.000,14.000,*,1.000,14/1,N2PKMg*,winter wheat,*,0.000
1990.000,15.000,*,1.000,15/1,N5PKMg,winter wheat,*,0.000
1990.000,16.000,*,1.000,16/1,N6PKMg,winter wheat,*,0.000
1990.000,17.000,*,1.000,17/1,N1+N3 1/2[PKMg],winter wheat,*,0.000
1990.000,18.000,*,1.000,18/1,N0+N3 1/2[PKMg],winter wheat,*,0.000
1990.000,19.000,*,1.000,19/1,(C) ,winter wheat,*,0.000
1990.000,20.000,*,1.000,20/1,N2KMg,winter wheat,*,0.000
1990.000,21.000,*,1.000,21/1,FYMN2 ,winter wheat,*,0.000
1990.000,22.000,*,1.000,22/1,FYM,winter wheat,*,0.000
1990.000,1.000,*,2.000,01/2,FYMN4PK,winter wheat,1989-09-13 00:00:00,2.900
1990.000,3.000,*,2.000,03/2,nil,winter wheat,1989-09-13 00:00:00,2.900
1990.000,5.000,*,2.000,05/2,PKMg,winter wheat,1989-09-13 00:00:00,2.900
1990.000,6.000,*,2.000,06/2,N1PKMg,winter wheat,1989-09-13 00:00:00,2.900
1990.000,7.000,*,2.000,07/2,N2PKMg,winter wheat,1989-09-13 00:00:00,2.900
1990.000,8.000,*,2.000,08/2,N3PKMg,winter wheat,1989-09-13 00:00:00,2.900
1990.000,9.000,*,2.000,09/2,N4PKMg,winter wheat,1989-09-13 00:00:00,2.900
1990.000,10.000,*,2.000,10/2,N2,winter wheat,1989-09-13 00:00:00,2.900
1990.000,11.000,*,2.000,11/2,N2P,winter wheat,1989-09-13 00:00:00,2.900
1990.000,12.000,*,2.000,12/2,N2PNa*,winter wheat,1989-09-13 00:00:00,2.900
1990.000,13.000,*,2.000,13/2,N2PK,winter wheat,1989-09-13 00:00:00,2.900
1990.000,14.000,*,2.000,14/2,N2PKMg*,winter wheat,1989-09-13 00:00:00,2.900
1990.000,15.000,*,2.000,15/2,N5PKMg,winter wheat,1989-09-13 00:00:00,2.900
1990.000,16.000,*,2.000,16/2,N6PKMg,winter wheat,1989-09-13 00:00:00,2.900
1990.000,17.000,*,2.000,17/2,N1+N3 1/2[PKMg],winter wheat,1989-09-13 00:00:00,2.900
1990.000,18.000,*,2.000,18/2,N0+N3 1/2[PKMg],winter wheat,1989-09-13 00:00:00,2.900
1990.000,19.000,*,2.000,19/2,(C) ,winter wheat,1989-09-13 00:00:00,2.900
1990.000,21.000,*,2.000,21/2,FYMN2 ,winter wheat,1989-09-13 00:00:00,2.900
1990.000,22.000,*,2.000,22/2,FYM,winter wheat,1989-09-13 00:00:00,2.900
1990.000,1.000,*,3.000,01/3,FYMN4PK,winter wheat,*,0.000
1990.000,3.000,*,3.000,03/3,nil,winter wheat,*,0.000
1990.000,5.000,*,3.000,05/3,PKMg,winter wheat,*,0.000
1990.000,6.000,*,3.000,06/3,N1PKMg,winter wheat,*,0.000
1990.000,7.000,*,3.000,07/3,N2PKMg,winter wheat,*,0.000
1990.000,8.000,*,3.000,08/3,N3PKMg,winter wheat,*,0.000
1990.000,9.000,*,3.000,09/3,N4PKMg,winter wheat,*,0.000
1990.000,10.000,*,3.000,10/3,N2,winter wheat,*,0.000
1990.000,11.000,*,3.000,11/3,N2P,winter wheat,*,0.000
1990.000,12.000,*,3.000,12/3,N2PNa*,winter wheat,*,0.000
1990.000,13.000,*,3.000,13/3,N2PK,winter wheat,*,0.000
1990.000,14.000,*,3.000,14/3,N2PKMg*,winter wheat,*,0.000
1990.000,15.000,*,3.000,15/3,N5PKMg,winter wheat,*,0.000
1990.000,16.000,*,3.000,16/3,N6PKMg,winter wheat,*,0.000
1990.000,17.000,*,3.000,17/3,N1+N3 1/2[PKMg],winter wheat,*,0.000
1990.000,18.000,*,3.000,18/3,N0+N3 1/2[PKMg],winter wheat,*,0.000
